approach,classifier,val_accuracy,val_precision,val_recall,val_f1_macro,val_roc_auc,test_accuracy,test_precision,test_recall,test_f1_macro,test_roc_auc,inference_ms_per_sample,train_time_sec
BERT-CLS,LogisticRegression,0.9737777777777777,0.88260969730739,0.9704042270282246,0.9207839097781304,0.9957576882338557,0.9730444444444445,0.8798325837996801,0.9701353637901862,0.918897913681554,0.995112526810727,0.0017988349555606773,21.393487457000447
BERT-CLS,LinearSVC,0.9875111111111111,0.9690249442641565,0.9453186773943105,0.9567991121956199,0.9957851301371318,0.988,0.9677124741560368,0.95024821356155,0.958778587914422,0.9951992400769512,0.0039369530222352804,63.67950264799947
BERT-CLS,RandomForest,0.9818222222222223,0.9749879935578466,0.8997404069217299,0.9334787435110872,0.9898264871768148,0.9813333333333333,0.9717610066772828,0.8992504649634322,0.9318785174969019,0.9902474411196146,0.015622314444448825,389.08382661500036
BERT-mean,LogisticRegression,0.9720888888888889,0.8764022619378696,0.969234322742053,0.9163426701564186,0.9949372419324618,0.9712888888888889,0.8735572288399507,0.9686779456507191,0.914280254406769,0.9946710229728227,0.0012574676000036158,18.83890330899976
BERT-mean,LinearSVC,0.9869111111111111,0.965668916444305,0.9446152821335045,0.9548465056405777,0.9949767995692474,0.9868,0.9638510106706629,0.9458259168919068,0.9546214453745658,0.9947625573421606,0.0037597945777734926,63.04600981400017
BERT-mean,RandomForest,0.9814,0.9774482472992538,0.8947344342780703,0.9313909980679658,0.9898177284139974,0.9817333333333333,0.9750685468871615,0.8990910489295354,0.9331163600811503,0.9905647183150643,0.00849664477777373,372.24106003700035
