approach,classifier,val_accuracy,val_precision,val_recall,val_f1_macro,val_roc_auc,test_accuracy,test_precision,test_recall,test_f1_macro,test_roc_auc,inference_ms_per_sample,train_time_sec
FastText,LogisticRegression,0.9595111111111112,0.8359276554893931,0.9584972917672244,0.8849080787678496,0.9913525234252112,0.9595111111111112,0.8362884386140348,0.956617862986114,0.8845792331510133,0.990481737408364,0.0016258651333272,6.7038470930001495
FastText,LinearSVC,0.9797555555555556,0.9422642869283862,0.9182245769299424,0.9298350590226132,0.9913373770931604,0.9788222222222224,0.938029566898796,0.9162303701528436,0.926790424916858,0.9905226102411152,0.0043583819999993,25.430641103999733
FastText,RandomForest,0.9817111111111111,0.9693051565424717,0.9040792415862542,0.9337602808010352,0.9886473545515684,0.9817555555555556,0.9677339498499651,0.9058885046656159,0.9341735925909196,0.9881387179195209,0.014340234577775845,285.4040416329999
